filename	barcode(s)
unc.edu.0b50b27b+AC0-e429+AC0-41b1+AC0-8324+AC0-c9e03b6bbaaf.2247098.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7318+AC0-01B+AC0-
unc.edu.0b50b27b+AC0-e429+AC0-41b1+AC0-8324+AC0-c9e03b6bbaaf.2247207.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7318+AC0-01B+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2310582.junction+AF8-quantification.txt	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2311121.rsem.genes.results	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2311122.rsem.isoforms.results	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2311137.rsem.isoforms.normalized+AF8-results	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2311140.rsem.genes.normalized+AF8-results	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c18423b+AC0-7a7e+AC0-440d+AC0-96a7+AC0-ec3815aa411c.2311181.bt.exon+AF8-quantification.txt	TCGA+AC0-M7+AC0-A720+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1417982.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1424534.rsem.genes.results	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1424535.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1424573.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1424574.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c4495e4+AC0-b826+AC0-45ee+AC0-9ad3+AC0-873266b4585b.1752772.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7331+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173280.junction+AF8-quantification.txt	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173695.rsem.genes.results	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173696.rsem.isoforms.results	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173710.rsem.genes.normalized+AF8-results	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173711.rsem.isoforms.normalized+AF8-results	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0c925aa2+AC0-8118+AC0-498b+AC0-8b5f+AC0-17740005df68.2173738.bt.exon+AF8-quantification.txt	TCGA+AC0-J4+AC0-A67N+AC0-01A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1896995.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1898199.rsem.genes.results	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1898200.rsem.isoforms.results	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1898224.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1898225.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cb961d7+AC0-87be+AC0-40c2+AC0-b703+AC0-3e424b8c8e78.1898283.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6499+AC0-11A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1360902.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1366357.rsem.genes.results	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1366358.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1366406.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1366407.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0cc5f629+AC0-5046+AC0-4d05+AC0-8a5f+AC0-923ce5c04b9e.1756611.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7785+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1362305.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1368017.rsem.genes.results	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1368018.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1368063.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1368069.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0d9fb905+AC0-5374+AC0-4054+AC0-b799+AC0-9c4c4efd36d6.1756613.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7782+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394079.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394602.rsem.genes.results	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394603.rsem.isoforms.results	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394636.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394639.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0e2cfe4b+AC0-18fe+AC0-47f6+AC0-b357+AC0-a43f97a9b531.2394761.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8IL+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2171898.junction+AF8-quantification.txt	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2172191.rsem.genes.results	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2172192.rsem.isoforms.results	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2172213.rsem.isoforms.normalized+AF8-results	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2172214.rsem.genes.normalized+AF8-results	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0eb9fc91+AC0-e56d+AC0-496b+AC0-9ecf+AC0-683a4d4d6fa1.2172258.bt.exon+AF8-quantification.txt	TCGA+AC0-J4+AC0-A67S+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2315689.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2316078.rsem.genes.results	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2316079.rsem.isoforms.results	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2316093.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2316094.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0fecf92d+AC0-9c02+AC0-4da8+AC0-aadd+AC0-c8105b99698b.2316173.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A7AY+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2476683.junction+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2478161.rsem.genes.results	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2478162.rsem.isoforms.results	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2478189.rsem.genes.normalized+AF8-results	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2478191.rsem.isoforms.normalized+AF8-results	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.0ff237d2+AC0-9283+AC0-44c7+AC0-bfae+AC0-c2020c73b94c.2479965.bt.exon+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8VX+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1536351.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1545451.rsem.genes.results	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1545452.rsem.isoforms.results	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1545466.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1545467.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.104e14d3+AC0-f1d5+AC0-443f+AC0-88fd+AC0-6d67c98b1eff.1749590.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-7519+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1233944.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1238942.rsem.genes.results	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1238943.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1239404.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1239412.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.1059fbc0+AC0-46bf+AC0-4135+AC0-99d0+AC0-080ec225391b.1758693.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5496+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2396356.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2396834.rsem.genes.results	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2396835.rsem.isoforms.results	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2396847.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2396848.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.107d849f+AC0-0497+AC0-4daa+AC0-bd4e+AC0-d82570909838.2397075.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A7NK+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1234685.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1242632.rsem.genes.results	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1242633.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1242750.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1242759.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.10892e71+AC0-cd86+AC0-4bcf+AC0-9da9+AC0-5faa081d1b0a.1758903.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5514+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987144.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987535.rsem.genes.results	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987536.rsem.isoforms.results	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987554.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987555.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.112e7329+AC0-5135+AC0-4307+AC0-bda5+AC0-d041bc04f0ea.1987889.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A46B+AC0-01A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1320545.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1326850.rsem.genes.results	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1326851.rsem.isoforms.results	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1326885.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1326886.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12358445+AC0-06b8+AC0-4055+AC0-8454+AC0-69b8544774fc.1754491.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7742+AC0-11A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2134747.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2135353.rsem.genes.results	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2135354.rsem.isoforms.results	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2135376.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2135379.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12c2e11c+AC0-8ba3+AC0-4cce+AC0-8c28+AC0-c005edc4e4cc.2135476.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A6E0+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1272599.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1282268.rsem.genes.results	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1282269.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1282297.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1282300.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.12e19460+AC0-da9a+AC0-4ff4+AC0-8664+AC0-801e7f8829b7.1755401.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7123+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2043858.junction+AF8-quantification.txt	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2044623.rsem.genes.results	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2044624.rsem.isoforms.results	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2044638.rsem.isoforms.normalized+AF8-results	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2044641.rsem.genes.normalized+AF8-results	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.131d97b1+AC0-b0d3+AC0-41d1+AC0-8fba+AC0-aaaa9eabdf9d.2044787.bt.exon+AF8-quantification.txt	TCGA+AC0-FC+AC0-A5OB+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1780668.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1782414.rsem.genes.results	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1782415.rsem.isoforms.results	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1782643.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1782646.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.139abcca+AC0-ef3c+AC0-4520+AC0-9829+AC0-ebf4915d6b92.1783345.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-8472+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2234657.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2235208.rsem.genes.results	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2235209.rsem.isoforms.results	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2235230.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2235231.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.13d2199f+AC0-d552+AC0-4ea3+AC0-9d7c+AC0-c2d1fb01d7a7.2235426.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A7B0+AC0-01A+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2481946.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2483899.rsem.genes.results	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2483900.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2484000.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2484015.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.146b24ab+AC0-44b3+AC0-4b64+AC0-80c2+AC0-7ced0f829501.2484183.bt.exon+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SJ+AC0-01B+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1364263.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1370348.rsem.genes.results	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1370349.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1370367.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1370370.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
unc.edu.14830a14+AC0-5495+AC0-4425+AC0-b6ef+AC0-78ccffafe03c.1756633.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7791+AC0-01A+AC0-
